@T,climate     ,,,,,,,,,,,,,,,,,
name,rainfall     ,,,,,,,,,,,,,,,,,
desc,measured rainfall     ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
missing_val,-9999,,,,,,,,,,,,,,,,,
date_start,01.01.1918,,,,,,,,,,,,,,,,,
date_end,31.12.2014,,,,,,,,,,,,,,,,,
date_format,dd.MM.yyyy     ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
tres,d     ,,NOTE: ,Precip Values need to be changed in this sheet for GENERIC sites if there are data there now 6/5/14.,,,,,,,,,,,,,,
unit,mm     ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
@H,date,Greeley GLY03,Greeley LIRF GLY04,Greeley Generic,Drake,Drake Generic,Akron,Akron Generic,ARDEC,ARDEC Generic,Ft Collins,Ft Collins Generic,Ault,Ault Generic,Stratton,Stratton Generic,Sterling DAP,Sterling Generic
ID,-,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,30.05.1938,-9999,-9999,-9999,-9999,-9999,0.3,1.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,31.05.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.06.1938,-9999,-9999,-9999,-9999,-9999,0,0.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.06.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.06.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.06.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.06.1938,-9999,-9999,-9999,-9999,-9999,0.3,0.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.06.1938,-9999,-9999,-9999,-9999,-9999,2.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.06.1938,-9999,-9999,-9999,-9999,-9999,1.5,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.06.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.06.1938,-9999,-9999,-9999,-9999,-9999,3.6,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,10.06.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,11.06.1938,-9999,-9999,-9999,-9999,-9999,0,0.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.06.1938,-9999,-9999,-9999,-9999,-9999,0,31.8,-9999,-9999,0.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,13.06.1938,-9999,-9999,-9999,-9999,-9999,14,0.3,-9999,-9999,0.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,14.06.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,15.06.1938,-9999,-9999,-9999,-9999,-9999,1.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,16.06.1938,-9999,-9999,-9999,-9999,-9999,1.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.06.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.06.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0.76,-9999,-9999,-9999,-9999,-9999,-9999
,19.06.1938,-9999,-9999,-9999,-9999,-9999,0.8,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.06.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,19.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.06.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.06.1938,-9999,-9999,-9999,-9999,-9999,0,1.3,-9999,-9999,7.6,0,-9999,-9999,-9999,-9999,-9999,-9999
,23.06.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,4.6,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.06.1938,-9999,-9999,-9999,-9999,-9999,4.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.06.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,10.9,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.06.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.06.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.06.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,10.67,-9999,-9999,-9999,-9999,-9999,-9999
,29.06.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,30.06.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.07.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.07.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,1.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.07.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.07.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,7.9,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.07.1938,-9999,-9999,-9999,-9999,-9999,4.1,0,-9999,-9999,0,9.65,-9999,-9999,-9999,-9999,-9999,-9999
,06.07.1938,-9999,-9999,-9999,-9999,-9999,1.8,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.07.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.07.1938,-9999,-9999,-9999,-9999,-9999,0,2.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.07.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,10.07.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,11.07.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.07.1938,-9999,-9999,-9999,-9999,-9999,0,1.3,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,13.07.1938,-9999,-9999,-9999,-9999,-9999,25.4,0,-9999,-9999,3,2.03,-9999,-9999,-9999,-9999,-9999,-9999
,14.07.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,2.29,-9999,-9999,-9999,-9999,-9999,-9999
,15.07.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,16.07.1938,-9999,-9999,-9999,-9999,-9999,1.8,0,-9999,-9999,3.6,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.07.1938,-9999,-9999,-9999,-9999,-9999,2.5,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.07.1938,-9999,-9999,-9999,-9999,-9999,0,1.3,-9999,-9999,0,17.53,-9999,-9999,-9999,-9999,-9999,-9999
,19.07.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.07.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,1.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.07.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.07.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,23.07.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.07.1938,-9999,-9999,-9999,-9999,-9999,3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.07.1938,-9999,-9999,-9999,-9999,-9999,0.5,0,-9999,-9999,0,5.08,-9999,-9999,-9999,-9999,-9999,-9999
,26.07.1938,-9999,-9999,-9999,-9999,-9999,0,12.7,-9999,-9999,1.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.07.1938,-9999,-9999,-9999,-9999,-9999,5.1,22.1,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,28.07.1938,-9999,-9999,-9999,-9999,-9999,0.5,7.1,-9999,-9999,0,6.86,-9999,-9999,-9999,-9999,-9999,-9999
,29.07.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,2.5,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,30.07.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,1.52,-9999,-9999,-9999,-9999,-9999,-9999
,31.07.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.08.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0.76,-9999,-9999,-9999,-9999,-9999,-9999
,03.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.08.1938,-9999,-9999,-9999,-9999,-9999,0,7.4,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.08.1938,-9999,-9999,-9999,-9999,-9999,0,7.9,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.08.1938,-9999,-9999,-9999,-9999,-9999,2.3,0.3,-9999,-9999,7.4,0,-9999,-9999,-9999,-9999,-9999,-9999
,10.08.1938,-9999,-9999,-9999,-9999,-9999,0.3,0.8,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,11.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,2,0,-9999,-9999,-9999,-9999,-9999,-9999
,13.08.1938,-9999,-9999,-9999,-9999,-9999,0.3,4.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,14.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,15.08.1938,-9999,-9999,-9999,-9999,-9999,7.6,43.2,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,16.08.1938,-9999,-9999,-9999,-9999,-9999,0.8,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,19.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.08.1938,-9999,-9999,-9999,-9999,-9999,0,8.6,-9999,-9999,0,0.76,-9999,-9999,-9999,-9999,-9999,-9999
,23.08.1938,-9999,-9999,-9999,-9999,-9999,0,18,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.08.1938,-9999,-9999,-9999,-9999,-9999,0,4.6,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.08.1938,-9999,-9999,-9999,-9999,-9999,9.1,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.08.1938,-9999,-9999,-9999,-9999,-9999,1.8,0,-9999,-9999,1.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.08.1938,-9999,-9999,-9999,-9999,-9999,2.5,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,29.08.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,30.08.1938,-9999,-9999,-9999,-9999,-9999,0.8,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,31.08.1938,-9999,-9999,-9999,-9999,-9999,5.8,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.09.1938,-9999,-9999,-9999,-9999,-9999,2.3,0,-9999,-9999,8.1,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.09.1938,-9999,-9999,-9999,-9999,-9999,0.8,0,-9999,-9999,29,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.09.1938,-9999,-9999,-9999,-9999,-9999,8.1,0,-9999,-9999,89.9,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,2.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.09.1938,-9999,-9999,-9999,-9999,-9999,0,1.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,2.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.09.1938,-9999,-9999,-9999,-9999,-9999,0,0.5,-9999,-9999,0,8.89,-9999,-9999,-9999,-9999,-9999,-9999
,10.09.1938,-9999,-9999,-9999,-9999,-9999,1.3,1.8,-9999,-9999,14.2,9.65,-9999,-9999,-9999,-9999,-9999,-9999
,11.09.1938,-9999,-9999,-9999,-9999,-9999,1.3,0,-9999,-9999,30.2,50.55,-9999,-9999,-9999,-9999,-9999,-9999
,12.09.1938,-9999,-9999,-9999,-9999,-9999,4.8,0,-9999,-9999,9.4,29.21,-9999,-9999,-9999,-9999,-9999,-9999
,13.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1,6.6,-9999,-9999,-9999,-9999,-9999,-9999
,14.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,8.38,-9999,-9999,-9999,-9999,-9999,-9999
,15.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,25.15,-9999,-9999,-9999,-9999,-9999,-9999
,16.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,2.54,-9999,-9999,-9999,-9999,-9999,-9999
,17.09.1938,-9999,-9999,-9999,-9999,-9999,0,0.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.09.1938,-9999,-9999,-9999,-9999,-9999,0,0.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,19.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,2.54,-9999,-9999,-9999,-9999,-9999,-9999
,20.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,2.03,-9999,-9999,-9999,-9999,-9999,-9999
,23.09.1938,-9999,-9999,-9999,-9999,-9999,0,0.3,-9999,-9999,0,5.59,-9999,-9999,-9999,-9999,-9999,-9999
,24.09.1938,-9999,-9999,-9999,-9999,-9999,0,1,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,8.64,-9999,-9999,-9999,-9999,-9999,-9999
,28.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,29.09.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,30.09.1938,-9999,-9999,-9999,-9999,-9999,0,8.9,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,9.14,-9999,-9999,-9999,-9999,-9999,-9999
,04.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,4.32,-9999,-9999,-9999,-9999,-9999,-9999
,05.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,2.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.10.1938,-9999,-9999,-9999,-9999,-9999,0.8,0,-9999,-9999,5.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,10.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,11.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,13.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,14.10.1938,-9999,-9999,-9999,-9999,-9999,0,1.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,15.10.1938,-9999,-9999,-9999,-9999,-9999,0,0.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,16.10.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.10.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0.3,11.94,-9999,-9999,-9999,-9999,-9999,-9999
,19.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,6.4,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,5.08,-9999,-9999,-9999,-9999,-9999,-9999
,21.10.1938,-9999,-9999,-9999,-9999,-9999,0,2.3,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,22.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,23.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,1.27,-9999,-9999,-9999,-9999,-9999,-9999
,29.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,1.78,-9999,-9999,-9999,-9999,-9999,-9999
,30.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,6.1,-9999,-9999,-9999,-9999,-9999,-9999
,31.10.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.11.1938,-9999,-9999,-9999,-9999,-9999,11.2,0,-9999,-9999,8.6,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.11.1938,-9999,-9999,-9999,-9999,-9999,2.5,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.11.1938,-9999,-9999,-9999,-9999,-9999,2,0,-9999,-9999,2.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,10.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,11.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,13.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,14.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,15.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,16.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,17.11.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,19.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.11.1938,-9999,-9999,-9999,-9999,-9999,0,3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.11.1938,-9999,-9999,-9999,-9999,-9999,0.5,0,-9999,-9999,0,3.56,-9999,-9999,-9999,-9999,-9999,-9999
,23.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,24.11.1938,-9999,-9999,-9999,-9999,-9999,1,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,2,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.11.1938,-9999,-9999,-9999,-9999,-9999,0,0.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,29.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,30.11.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.12.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.12.1938,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,1.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.12.1938,-9999,-9999,-9999,-9999,-9999,0.3,3.8,-9999,-9999,0.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.12.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.12.1938,-9999,-9999,-9999,-9999,-9999,0,10.7,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.12.1938,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.12.1938,-9999,-9999,-9999,-9999,-9999,7.1,2.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
